Opn_Id;TRet_Id;Defauls
2020;53;"Valeur de couture assemblage et montage bonnet  > ou < 1mm "
2544;72;"Décalage de couture côté >1mm  "
2160;42;Mesures : Laminette décolleté, pinces, assemblage gorge, surpiqûre gorge, baleines dos : >ou <3mm hors tolérance 
2370;48;Point sauté (à partir de 2 points) sur la même couture sauf recouvrement
2133;49;"Point sauté >1 point sur la recouvrement "
2079;70;"Plis sur couture "
2238;49;"Point sauté >1 point sur la recouvrement "
2280;47;"Echappée de couture autre que glaçage : "
2370;52;"Valeur de couture > ou = 2mm par rapport à la valeur demandée "
2110;45;Fourniture ou article coupé ou troué 
2047;20;"Grignage couture, Embu "
5050;60;"Bretelle mal positionnée sur balconnet "
5037;07;Bretelle mal positionnée sur SG autre que balconnet
5005;06;Point mal réglé (aspect)
2269;63;"Point d’arrêt début ou fin de couture non fait "
2140;44;Couture déformée, retournée
2380;43;Mesures : Elastiquage dessous de bras, basque, taille, cuisse > ou < 5mm hors tolérance 
2210;74;Manque Accessoire
2208;70;"Plis sur couture "
5072;03;Tâche, nuance coloris
5049;63;"Point d’arrêt début ou fin de couture non fait "
2332;70;"Plis sur couture "
2276;47;"Echappée de couture autre que glaçage : "
2074;49;"Point sauté >1 point sur la recouvrement "
2105;66;Symétrie des mesures non respectés >2mm (décoché)
2300;02;Mauvais épluchage (poste de dégarnissage)
2117;48;Point sauté (à partir de 2 points) sur la même couture sauf recouvrement
2396;45;Fourniture ou article coupé ou troué 
2319;46;Craquage de couture 
2061;45;Fourniture ou article coupé ou troué 
2200;65;"Point d’arrêt défectueux (non piqué) "
2185;01;Mesures
2269;70;"Plis sur couture "
2310;72;"Décalage de couture côté >1mm  "
1111;20;"Grignage couture, Embu "
5004;64;"Point mal réglé (qui glisse) "
2274;21;"Echappée de couture glaçage "
2040;04;Défaut dentelle, broderie, fourniture
2324;53;"Valeur de couture assemblage et montage bonnet  > ou < 1mm "
2474;46;Craquage de couture 
2073;04;Défaut dentelle, broderie, fourniture
2193;53;"Valeur de couture assemblage et montage bonnet  > ou < 1mm "
2047;21;"Echappée de couture glaçage "
2433;71;"Non respect de cran ou de la ligne des creux   "
5004;72;"Décalage de couture côté >1mm  "
2315;70;"Plis sur couture "
2109;72;"Décalage de couture côté >1mm  "
2493;74;Manque Accessoire
2372;52;"Valeur de couture > ou = 2mm par rapport à la valeur demandée "
1565;62;"Pose agrafage sans point d’arrêt "
2108;45;Fourniture ou article coupé ou troué 
2336;44;Couture déformée, retournée
2124;65;"Point d’arrêt défectueux (non piqué) "
2352;64;"Point mal réglé (qui glisse) "
2320;04;Défaut dentelle, broderie, fourniture
5050;54;"Inversion Bonnets (devant/dos)  "
2134;47;"Echappée de couture autre que glaçage : "
1547;09;Longueur point d’arrêt (sans échappé, sans trou, non coupé)
2209;08;Qualité des surpiqûres
5035;47;"Echappée de couture autre que glaçage : "
2454;45;Fourniture ou article coupé ou troué 
2125;70;"Plis sur couture "
2325;47;"Echappée de couture autre que glaçage : "
"2184 ";63;"Point d’arrêt début ou fin de couture non fait "
5072;01;Mesures
2331;50;"Raccord sur toute couture sauf le glaçage, montage ou assemblage à la piqueuse plate (coutures cachées) "
2024;46;Craquage de couture 
2241;47;"Echappée de couture autre que glaçage : "
2016;06;Point mal réglé (aspect)
2210;72;"Décalage de couture côté >1mm  "
2398;70;"Plis sur couture "
2031;47;"Echappée de couture autre que glaçage : "
2828;21;"Echappée de couture glaçage "
2047;54;"Inversion Bonnets (devant/dos)  "
2211;64;"Point mal réglé (qui glisse) "
5050;61;"Bretelle ou barrette vissée  "
2579;64;"Point mal réglé (qui glisse) "
2359;48;Point sauté (à partir de 2 points) sur la même couture sauf recouvrement
2005;48;Point sauté (à partir de 2 points) sur la même couture sauf recouvrement
2474;44;Couture déformée, retournée
2314;65;"Point d’arrêt défectueux (non piqué) "
2094;44;Couture déformée, retournée
2381;01;Mesures
5050;48;Point sauté (à partir de 2 points) sur la même couture sauf recouvrement
2250;49;"Point sauté >1 point sur la recouvrement "
2170;43;Mesures : Elastiquage dessous de bras, basque, taille, cuisse > ou < 5mm hors tolérance 
1557;20;"Grignage couture, Embu "
2388;49;"Point sauté >1 point sur la recouvrement "
2201;51;"Solidité des nœuds "
2016;52;"Valeur de couture > ou = 2mm par rapport à la valeur demandée "
2040;02;Mauvais épluchage (poste de dégarnissage)
2032;65;"Point d’arrêt défectueux (non piqué) "
2472;70;"Plis sur couture "
2336;21;"Echappée de couture glaçage "
2085;44;Couture déformée, retournée
2316;63;"Point d’arrêt début ou fin de couture non fait "
2117;46;Craquage de couture 
2215;49;"Point sauté >1 point sur la recouvrement "
2199;47;"Echappée de couture autre que glaçage : "
5020;06;Point mal réglé (aspect)
5020;52;"Valeur de couture > ou = 2mm par rapport à la valeur demandée "
2051;45;Fourniture ou article coupé ou troué 
2189;20;"Grignage couture, Embu "
2436;45;Fourniture ou article coupé ou troué 
2349;46;Craquage de couture 
2032;53;"Valeur de couture assemblage et montage bonnet  > ou < 1mm "
2248;52;"Valeur de couture > ou = 2mm par rapport à la valeur demandée "
2254;70;"Plis sur couture "
2152;45;Fourniture ou article coupé ou troué 
2007;72;"Décalage de couture côté >1mm  "
1111;04;Défaut dentelle, broderie, fourniture
2352;02;Mauvais épluchage (poste de dégarnissage)
2189;44;Couture déformée, retournée
2104;54;"Inversion Bonnets (devant/dos)  "
1122;50;"Raccord sur toute couture sauf le glaçage, montage ou assemblage à la piqueuse plate (coutures cachées) "
5040;54;"Inversion Bonnets (devant/dos)  "
2101;67;Symétrie des mesures non respectés  > 3mm (transversale, Laminette décolleté, Barrettes, Bandes), sauf décolleté coque ou spacer voir tolérance fiche technique)
2385;06;Point mal réglé (aspect)
2140;66;Symétrie des mesures non respectés >2mm (décoché)
2581;45;Fourniture ou article coupé ou troué 
2244;43;Mesures : Elastiquage dessous de bras, basque, taille, cuisse > ou < 5mm hors tolérance 
2170;73;"Vignette non conforme "
2105;72;"Décalage de couture côté >1mm  "
1520;54;"Inversion Bonnets (devant/dos)  "
2385;52;"Valeur de couture > ou = 2mm par rapport à la valeur demandée "
5020;74;Manque Accessoire
2079;63;"Point d’arrêt début ou fin de couture non fait "
2301;45;Fourniture ou article coupé ou troué 
2477;47;"Echappée de couture autre que glaçage : "
2218;47;"Echappée de couture autre que glaçage : "
2104;08;Qualité des surpiqûres
2314;73;"Vignette non conforme "
2474;20;"Grignage couture, Embu "
2183;63;"Point d’arrêt début ou fin de couture non fait "
2020;47;"Echappée de couture autre que glaçage : "
2210;06;Point mal réglé (aspect)
2276;53;"Valeur de couture assemblage et montage bonnet  > ou < 1mm "
2001;45;Fourniture ou article coupé ou troué 
2291;70;"Plis sur couture "
2425;70;"Plis sur couture "
2365;01;Mesures
2109;06;Point mal réglé (aspect)
2276;05;Point sauté ( 1 seul point et sauf recouvrement)
2371;45;Fourniture ou article coupé ou troué 
2073;64;"Point mal réglé (qui glisse) "
5030;20;"Grignage couture, Embu "
2215;02;Mauvais épluchage (poste de dégarnissage)
2164;49;"Point sauté >1 point sur la recouvrement "
2310;04;Défaut dentelle, broderie, fourniture
2493;20;"Grignage couture, Embu "
2185;54;"Inversion Bonnets (devant/dos)  "
2274;52;"Valeur de couture > ou = 2mm par rapport à la valeur demandée "
2318;44;Couture déformée, retournée
2381;63;"Point d’arrêt début ou fin de couture non fait "
2375;49;"Point sauté >1 point sur la recouvrement "
1539;06;Point mal réglé (aspect)
2133;57;"Erreur taille armature  "
2269;03;Tâche, nuance coloris
2474;21;"Echappée de couture glaçage "
2190;72;"Décalage de couture côté >1mm  "
"2028 ";02;Mauvais épluchage (poste de dégarnissage)
2189;08;Qualité des surpiqûres
2330;05;Point sauté ( 1 seul point et sauf recouvrement)
2095;06;Point mal réglé (aspect)
2287;46;Craquage de couture 
2061;47;"Echappée de couture autre que glaçage : "
2377;73;"Vignette non conforme "
1999;64;"Point mal réglé (qui glisse) "
2221;50;"Raccord sur toute couture sauf le glaçage, montage ou assemblage à la piqueuse plate (coutures cachées) "
2378;47;"Echappée de couture autre que glaçage : "
5060;70;"Plis sur couture "
1111;72;"Décalage de couture côté >1mm  "
5040;61;"Bretelle ou barrette vissée  "
2193;47;"Echappée de couture autre que glaçage : "
2240;49;"Point sauté >1 point sur la recouvrement "
5040;48;Point sauté (à partir de 2 points) sur la même couture sauf recouvrement
2108;75;Séparateur incliné
2377;50;"Raccord sur toute couture sauf le glaçage, montage ou assemblage à la piqueuse plate (coutures cachées) "
TACHE;47;"Echappée de couture autre que glaçage : "
2245;70;"Plis sur couture "
2140;72;"Décalage de couture côté >1mm  "
1570;74;Manque Accessoire
2076;47;"Echappée de couture autre que glaçage : "
2105;06;Point mal réglé (aspect)
5020;44;Couture déformée, retournée
5031;41;Mesures : Longueur goutte, longueur fente, largeur fond : > ou < 2mm hors tolérance 
5072;63;"Point d’arrêt début ou fin de couture non fait "
2252;47;"Echappée de couture autre que glaçage : "
2493;44;Couture déformée, retournée
2201;67;Symétrie des mesures non respectés  > 3mm (transversale, Laminette décolleté, Barrettes, Bandes), sauf décolleté coque ou spacer voir tolérance fiche technique)
2452;47;"Echappée de couture autre que glaçage : "
2215;64;"Point mal réglé (qui glisse) "
2244;65;"Point d’arrêt défectueux (non piqué) "
2025;74;Manque Accessoire
5015;65;"Point d’arrêt défectueux (non piqué) "
2186;54;"Inversion Bonnets (devant/dos)  "
2340;45;Fourniture ou article coupé ou troué 
2104;46;Craquage de couture 
5031;70;"Plis sur couture "
2095;72;"Décalage de couture côté >1mm  "
2370;46;Craquage de couture 
5025;47;"Echappée de couture autre que glaçage : "
5020;20;"Grignage couture, Embu "
2380;70;"Plis sur couture "
2200;05;Point sauté ( 1 seul point et sauf recouvrement)
2007;06;Point mal réglé (aspect)
2543;44;Couture déformée, retournée
2313;47;"Echappée de couture autre que glaçage : "
1096;54;"Inversion Bonnets (devant/dos)  "
2319;74;Manque Accessoire
2385;44;Couture déformée, retournée
2073;23;"Décalage agrafage "
2144;43;Mesures : Elastiquage dessous de bras, basque, taille, cuisse > ou < 5mm hors tolérance 
2074;45;Fourniture ou article coupé ou troué 
2543;72;"Décalage de couture côté >1mm  "
2004;64;"Point mal réglé (qui glisse) "
2454;47;"Echappée de couture autre que glaçage : "
2050;20;"Grignage couture, Embu "
2183;62;"Pose agrafage sans point d’arrêt "
2001;61;"Bretelle ou barrette vissée  "
5050;46;Craquage de couture 
2579;49;"Point sauté >1 point sur la recouvrement "
2117;44;Couture déformée, retournée
2474;42;Mesures : Laminette décolleté, pinces, assemblage gorge, surpiqûre gorge, baleines dos : >ou <3mm hors tolérance 
2005;46;Craquage de couture 
5060;51;"Solidité des nœuds "
5049;64;"Point mal réglé (qui glisse) "
2285;06;Point mal réglé (aspect)
2318;72;"Décalage de couture côté >1mm  "
2281;70;"Plis sur couture "
2108;47;"Echappée de couture autre que glaçage : "
2247;44;Couture déformée, retournée
2030;63;"Point d’arrêt début ou fin de couture non fait "
2383;64;"Point mal réglé (qui glisse) "
2420;53;"Valeur de couture assemblage et montage bonnet  > ou < 1mm "
2185;02;Mauvais épluchage (poste de dégarnissage)
2004;06;Point mal réglé (aspect)
2133;63;"Point d’arrêt début ou fin de couture non fait "
2339;45;Fourniture ou article coupé ou troué 
2352;49;"Point sauté >1 point sur la recouvrement "
2190;52;"Valeur de couture > ou = 2mm par rapport à la valeur demandée "
2073;05;Point sauté ( 1 seul point et sauf recouvrement)
2200;73;"Vignette non conforme "
5030;72;"Décalage de couture côté >1mm  "
2221;70;"Plis sur couture "
2050;21;"Echappée de couture glaçage "
2010;47;"Echappée de couture autre que glaçage : "
2340;03;Tâche, nuance coloris
2079;48;Point sauté (à partir de 2 points) sur la même couture sauf recouvrement
2301;47;"Echappée de couture autre que glaçage : "
2238;45;Fourniture ou article coupé ou troué 
2071;75;Séparateur incliné
2377;70;"Plis sur couture "
2040;05;Point sauté ( 1 seul point et sauf recouvrement)
2246;04;Défaut dentelle, broderie, fourniture
2425;06;Point mal réglé (aspect)
2150;49;"Point sauté >1 point sur la recouvrement "
2393;49;"Point sauté >1 point sur la recouvrement "
2444;75;Séparateur incliné
2152;47;"Echappée de couture autre que glaçage : "
5004;65;"Point d’arrêt défectueux (non piqué) "
1547;47;"Echappée de couture autre que glaçage : "
2101;70;"Plis sur couture "
2244;68;Symétrie >5mm (dessous de bras, basques, haut dos, cuisse)
2521;47;"Echappée de couture autre que glaçage : "
2238;63;"Point d’arrêt début ou fin de couture non fait "
2370;44;Couture déformée, retournée
2133;45;Fourniture ou article coupé ou troué 
2324;68;Symétrie >5mm (dessous de bras, basques, haut dos, cuisse)
2191;07;Bretelle mal positionnée sur SG autre que balconnet
2276;43;Mesures : Elastiquage dessous de bras, basque, taille, cuisse > ou < 5mm hors tolérance 
6030;46;Craquage de couture 
2312;47;"Echappée de couture autre que glaçage : "
2152;03;Tâche, nuance coloris
5034;63;"Point d’arrêt début ou fin de couture non fait "
5031;06;Point mal réglé (aspect)
2083;64;"Point mal réglé (qui glisse) "
2416;47;"Echappée de couture autre que glaçage : "
2247;74;Manque Accessoire
2578;46;Craquage de couture 
2291;06;Point mal réglé (aspect)
2201;08;Qualité des surpiqûres
2269;48;Point sauté (à partir de 2 points) sur la même couture sauf recouvrement
5068;47;"Echappée de couture autre que glaçage : "
2164;20;"Grignage couture, Embu "
2140;52;"Valeur de couture > ou = 2mm par rapport à la valeur demandée "
2493;42;Mesures : Laminette décolleté, pinces, assemblage gorge, surpiqûre gorge, baleines dos : >ou <3mm hors tolérance 
2581;47;"Echappée de couture autre que glaçage : "
5072;04;Défaut dentelle, broderie, fourniture
2054;06;Point mal réglé (aspect)
5040;02;Mauvais épluchage (poste de dégarnissage)
2380;50;"Raccord sur toute couture sauf le glaçage, montage ou assemblage à la piqueuse plate (coutures cachées) "
TACHE;55;"Erreur de taille de bonnet  "
2071;63;"Point d’arrêt début ou fin de couture non fait "
2189;72;"Décalage de couture côté >1mm  "
2170;68;Symétrie >5mm (dessous de bras, basques, haut dos, cuisse)
2000;21;"Echappée de couture glaçage "
2436;47;"Echappée de couture autre que glaçage : "
2314;68;Symétrie >5mm (dessous de bras, basques, haut dos, cuisse)
2315;51;"Solidité des nœuds "
2336;72;"Décalage de couture côté >1mm  "
2264;47;"Echappée de couture autre que glaçage : "
2408;63;"Point d’arrêt début ou fin de couture non fait "
2584;64;"Point mal réglé (qui glisse) "
2316;04;Défaut dentelle, broderie, fourniture
5025;55;"Erreur de taille de bonnet  "
2578;04;Défaut dentelle, broderie, fourniture
2372;72;"Décalage de couture côté >1mm  "
2332;64;"Point mal réglé (qui glisse) "
5046;47;"Echappée de couture autre que glaçage : "
2040;49;"Point sauté >1 point sur la recouvrement "
2339;21;"Echappée de couture glaçage "
2209;74;Manque Accessoire
2389;45;Fourniture ou article coupé ou troué 
2088;20;"Grignage couture, Embu "
2381;48;Point sauté (à partir de 2 points) sur la même couture sauf recouvrement
2085;54;"Inversion Bonnets (devant/dos)  "
2134;03;Tâche, nuance coloris
5020;42;Mesures : Laminette décolleté, pinces, assemblage gorge, surpiqûre gorge, baleines dos : >ou <3mm hors tolérance 
2287;44;Couture déformée, retournée
2071;45;Fourniture ou article coupé ou troué 
2210;52;"Valeur de couture > ou = 2mm par rapport à la valeur demandée "
2332;06;Point mal réglé (aspect)
2101;41;Mesures : Longueur goutte, longueur fente, largeur fond : > ou < 2mm hors tolérance 
2420;70;"Plis sur couture "
5053;65;"Point d’arrêt défectueux (non piqué) "
2377;68;Symétrie >5mm (dessous de bras, basques, haut dos, cuisse)
2210;54;"Inversion Bonnets (devant/dos)  "
2104;44;Couture déformée, retournée
2388;05;Point sauté ( 1 seul point et sauf recouvrement)
2125;50;"Raccord sur toute couture sauf le glaçage, montage ou assemblage à la piqueuse plate (coutures cachées) "
2005;04;Défaut dentelle, broderie, fourniture
5068;45;Fourniture ou article coupé ou troué 
2308;72;"Décalage de couture côté >1mm  "
2340;47;"Echappée de couture autre que glaçage : "
2125;08;Qualité des surpiqûres
2016;72;"Décalage de couture côté >1mm  "
2269;06;Point mal réglé (aspect)
2191;20;"Grignage couture, Embu "
2030;45;Fourniture ou article coupé ou troué 
2473;46;Craquage de couture 
2315;11;"Solidité de la pose étiquette "
2428;47;"Echappée de couture autre que glaçage : "
5020;72;"Décalage de couture côté >1mm  "
1122;71;"Non respect de cran ou de la ligne des creux   "
2073;67;Symétrie des mesures non respectés  > 3mm (transversale, Laminette décolleté, Barrettes, Bandes), sauf décolleté coque ou spacer voir tolérance fiche technique)
2408;45;Fourniture ou article coupé ou troué 
5025;61;"Bretelle ou barrette vissée  "
2230;22;"Nombre de points >1pt ou < 1pt par rapport au nombre de points demandé  "
2079;64;"Point mal réglé (qui glisse) "
2201;70;"Plis sur couture "
2316;48;Point sauté (à partir de 2 points) sur la même couture sauf recouvrement
2097;49;"Point sauté >1 point sur la recouvrement "
5054;07;Bretelle mal positionnée sur SG autre que balconnet
5050;76;"Erreur de carte "
2051;47;"Echappée de couture autre que glaçage : "
2248;72;"Décalage de couture côté >1mm  "
TACHE;61;"Bretelle ou barrette vissée  "
2007;52;"Valeur de couture > ou = 2mm par rapport à la valeur demandée "
2215;05;Point sauté ( 1 seul point et sauf recouvrement)
2269;64;"Point mal réglé (qui glisse) "
5068;63;"Point d’arrêt début ou fin de couture non fait "
2493;72;"Décalage de couture côté >1mm  "
2209;44;Couture déformée, retournée
2202;46;Craquage de couture 
2170;53;"Valeur de couture assemblage et montage bonnet  > ou < 1mm "
5040;46;Craquage de couture 
2444;45;Fourniture ou article coupé ou troué 
5049;06;Point mal réglé (aspect)
"2184 ";64;"Point mal réglé (qui glisse) "
2104;74;Manque Accessoire
2140;54;"Inversion Bonnets (devant/dos)  "
2215;67;Symétrie des mesures non respectés  > 3mm (transversale, Laminette décolleté, Barrettes, Bandes), sauf décolleté coque ou spacer voir tolérance fiche technique)
2105;52;"Valeur de couture > ou = 2mm par rapport à la valeur demandée "
2183;48;Point sauté (à partir de 2 points) sur la même couture sauf recouvrement
2185;46;Craquage de couture 
2001;47;"Echappée de couture autre que glaçage : "
5050;62;"Pose agrafage sans point d’arrêt "
2436;63;"Point d’arrêt début ou fin de couture non fait "
2238;75;Séparateur incliné
2418;08;Qualité des surpiqûres
2399;48;Point sauté (à partir de 2 points) sur la même couture sauf recouvrement
2262;49;"Point sauté >1 point sur la recouvrement "
2083;06;Point mal réglé (aspect)
2385;72;"Décalage de couture côté >1mm  "
2007;09;Longueur point d’arrêt (sans échappé, sans trou, non coupé)
2087;67;Symétrie des mesures non respectés  > 3mm (transversale, Laminette décolleté, Barrettes, Bandes), sauf décolleté coque ou spacer voir tolérance fiche technique)
2371;47;"Echappée de couture autre que glaçage : "
2500;47;"Echappée de couture autre que glaçage : "
2314;53;"Valeur de couture assemblage et montage bonnet  > ou < 1mm "
2343;70;"Plis sur couture "
2393;52;"Valeur de couture > ou = 2mm par rapport à la valeur demandée "
1122;70;"Plis sur couture "
2335;74;Manque Accessoire
2287;72;"Décalage de couture côté >1mm  "
2579;52;"Valeur de couture > ou = 2mm par rapport à la valeur demandée "
2404;50;"Raccord sur toute couture sauf le glaçage, montage ou assemblage à la piqueuse plate (coutures cachées) "
2330;71;"Non respect de cran ou de la ligne des creux   "
2104;72;"Décalage de couture côté >1mm  "
2433;04;Défaut dentelle, broderie, fourniture
2079;46;Craquage de couture 
5040;62;"Pose agrafage sans point d’arrêt "
2381;64;"Point mal réglé (qui glisse) "
2389;03;Tâche, nuance coloris
2032;70;"Plis sur couture "
2331;06;Point mal réglé (aspect)
2215;20;"Grignage couture, Embu "
2399;46;Craquage de couture 
2330;70;"Plis sur couture "
2276;41;Mesures : Longueur goutte, longueur fente, largeur fond : > ou < 2mm hors tolérance 
2416;20;"Grignage couture, Embu "
2083;22;"Nombre de points >1pt ou < 1pt par rapport au nombre de points demandé  "
5046;63;"Point d’arrêt début ou fin de couture non fait "
2246;64;"Point mal réglé (qui glisse) "
2088;47;"Echappée de couture autre que glaçage : "
2316;46;Craquage de couture 
2164;75;Séparateur incliné
2000;47;"Echappée de couture autre que glaçage : "
"2184 ";46;Craquage de couture 
2106;52;"Valeur de couture > ou = 2mm par rapport à la valeur demandée "
2338;65;"Point d’arrêt défectueux (non piqué) "
2120;45;Fourniture ou article coupé ou troué 
2083;04;Défaut dentelle, broderie, fourniture
2218;01;Mesures
1565;45;Fourniture ou article coupé ou troué 
2371;01;Mesures
2020;73;"Vignette non conforme "
5072;46;Craquage de couture 
2504;44;Couture déformée, retournée
2418;06;Point mal réglé (aspect)
2004;66;Symétrie des mesures non respectés >2mm (décoché)
2250;45;Fourniture ou article coupé ou troué 
5050;44;Couture déformée, retournée
2361;47;"Echappée de couture autre que glaçage : "
2095;54;"Inversion Bonnets (devant/dos)  "
2315;53;"Valeur de couture assemblage et montage bonnet  > ou < 1mm "
2370;72;"Décalage de couture côté >1mm  "
2172;46;Craquage de couture 
2073;20;"Grignage couture, Embu "
5037;06;Point mal réglé (aspect)
2576;47;"Echappée de couture autre que glaçage : "
2481;72;"Décalage de couture côté >1mm  "
5025;73;"Vignette non conforme "
5040;44;Couture déformée, retournée
2240;45;Fourniture ou article coupé ou troué 
2355;70;"Plis sur couture "
2090;70;"Plis sur couture "
1510;54;"Inversion Bonnets (devant/dos)  "
2320;05;Point sauté ( 1 seul point et sauf recouvrement)
2238;03;Tâche, nuance coloris
2380;48;Point sauté (à partir de 2 points) sur la même couture sauf recouvrement
2140;49;"Point sauté >1 point sur la recouvrement "
2263;47;"Echappée de couture autre que glaçage : "
2276;70;"Plis sur couture "
2138;44;Couture déformée, retournée
2190;49;"Point sauté >1 point sur la recouvrement "
2150;07;Bretelle mal positionnée sur SG autre que balconnet
2425;04;Défaut dentelle, broderie, fourniture
2821;48;Point sauté (à partir de 2 points) sur la même couture sauf recouvrement
2399;64;"Point mal réglé (qui glisse) "
2183;64;"Point mal réglé (qui glisse) "
2001;63;"Point d’arrêt début ou fin de couture non fait "
2201;68;Symétrie >5mm (dessous de bras, basques, haut dos, cuisse)
2291;66;Symétrie des mesures non respectés >2mm (décoché)
2316;64;"Point mal réglé (qui glisse) "
2246;02;Mauvais épluchage (poste de dégarnissage)
2020;43;Mesures : Elastiquage dessous de bras, basque, taille, cuisse > ou < 5mm hors tolérance 
5045;47;"Echappée de couture autre que glaçage : "
2584;04;Défaut dentelle, broderie, fourniture
2285;04;Défaut dentelle, broderie, fourniture
2375;45;Fourniture ou article coupé ou troué 
2004;04;Défaut dentelle, broderie, fourniture
2339;47;"Echappée de couture autre que glaçage : "
1111;49;"Point sauté >1 point sur la recouvrement "
2164;45;Fourniture ou article coupé ou troué 
5072;64;"Point mal réglé (qui glisse) "
2269;50;"Raccord sur toute couture sauf le glaçage, montage ou assemblage à la piqueuse plate (coutures cachées) "
2436;20;"Grignage couture, Embu "
2005;58;"Armature inversée  "
2165;45;Fourniture ou article coupé ou troué 
2074;47;"Echappée de couture autre que glaçage : "
2049;07;Bretelle mal positionnée sur SG autre que balconnet
2172;64;"Point mal réglé (qui glisse) "
2493;54;"Inversion Bonnets (devant/dos)  "
5050;74;Manque Accessoire
2005;02;Mauvais épluchage (poste de dégarnissage)
1557;72;"Décalage de couture côté >1mm  "
2000;75;Séparateur incliné
5030;54;"Inversion Bonnets (devant/dos)  "
5050;02;Mauvais épluchage (poste de dégarnissage)
9099;47;"Echappée de couture autre que glaçage : "
2244;70;"Plis sur couture "
2245;06;Point mal réglé (aspect)
2176;06;Point mal réglé (aspect)
2083;50;"Raccord sur toute couture sauf le glaçage, montage ou assemblage à la piqueuse plate (coutures cachées) "
1123;48;Point sauté (à partir de 2 points) sur la même couture sauf recouvrement
2007;54;"Inversion Bonnets (devant/dos)  "
2050;45;Fourniture ou article coupé ou troué 
2071;47;"Echappée de couture autre que glaçage : "
2220;73;"Vignette non conforme "
2011;43;Mesures : Elastiquage dessous de bras, basque, taille, cuisse > ou < 5mm hors tolérance 
5049;51;"Solidité des nœuds "
2120;75;Séparateur incliné
2281;08;Qualité des surpiqûres
2301;20;"Grignage couture, Embu "
2352;05;Point sauté ( 1 seul point et sauf recouvrement)
2079;22;"Nombre de points >1pt ou < 1pt par rapport au nombre de points demandé  "
2185;44;Couture déformée, retournée
2183;46;Craquage de couture 
2318;54;"Inversion Bonnets (devant/dos)  "
2094;72;"Décalage de couture côté >1mm  "
2105;54;"Inversion Bonnets (devant/dos)  "
2221;08;Qualité des surpiqûres
2037;44;Couture déformée, retournée
1547;03;Tâche, nuance coloris
2108;03;Tâche, nuance coloris
2300;45;Fourniture ou article coupé ou troué 
2215;65;"Point d’arrêt défectueux (non piqué) "
2152;20;"Grignage couture, Embu "
9091;65;"Point d’arrêt défectueux (non piqué) "
2150;05;Point sauté ( 1 seul point et sauf recouvrement)
2263;45;Fourniture ou article coupé ou troué 
2365;46;Craquage de couture 
2170;71;"Non respect de cran ou de la ligne des creux   "
2108;21;"Echappée de couture glaçage "
2335;44;Couture déformée, retournée
2432;74;Manque Accessoire
5025;57;"Erreur taille armature  "
2079;04;Défaut dentelle, broderie, fourniture
2005;64;"Point mal réglé (qui glisse) "
2191;65;"Point d’arrêt défectueux (non piqué) "
2209;72;"Décalage de couture côté >1mm  "
2397;70;"Plis sur couture "
2314;70;"Plis sur couture "
2398;06;Point mal réglé (aspect)
2361;45;Fourniture ou article coupé ou troué 
2269;04;Défaut dentelle, broderie, fourniture
5068;03;Tâche, nuance coloris
2124;70;"Plis sur couture "
2381;46;Craquage de couture 
2133;47;"Echappée de couture autre que glaçage : "
2125;06;Point mal réglé (aspect)
2315;06;Point mal réglé (aspect)
2324;70;"Plis sur couture "
2000;45;Fourniture ou article coupé ou troué 
2238;47;"Echappée de couture autre que glaçage : "
2320;49;"Point sauté >1 point sur la recouvrement "
2320;52;"Valeur de couture > ou = 2mm par rapport à la valeur demandée "
2396;73;"Vignette non conforme "
2031;63;"Point d’arrêt début ou fin de couture non fait "
2472;68;Symétrie >5mm (dessous de bras, basques, haut dos, cuisse)
2152;21;"Echappée de couture glaçage "
2325;63;"Point d’arrêt début ou fin de couture non fait "
5072;22;"Nombre de points >1pt ou < 1pt par rapport au nombre de points demandé  "
2254;06;Point mal réglé (aspect)
2436;03;Tâche, nuance coloris
2127;08;Qualité des surpiqûres
2170;70;"Plis sur couture "
2030;47;"Echappée de couture autre que glaçage : "
5054;45;Fourniture ou article coupé ou troué 
1512;45;Fourniture ou article coupé ou troué 
2134;63;"Point d’arrêt début ou fin de couture non fait "
2185;74;Manque Accessoire
2444;47;"Echappée de couture autre que glaçage : "
2051;21;"Echappée de couture glaçage "
2579;20;"Grignage couture, Embu "
5040;74;Manque Accessoire
2004;50;"Raccord sur toute couture sauf le glaçage, montage ou assemblage à la piqueuse plate (coutures cachées) "
2408;47;"Echappée de couture autre que glaçage : "
2365;64;"Point mal réglé (qui glisse) "
2004;48;Point sauté (à partir de 2 points) sur la même couture sauf recouvrement
2077;71;"Non respect de cran ou de la ligne des creux   "
2544;49;"Point sauté >1 point sur la recouvrement "
5020;54;"Inversion Bonnets (devant/dos)  "
1122;53;"Valeur de couture assemblage et montage bonnet  > ou < 1mm "
2224;64;"Point mal réglé (qui glisse) "
2477;63;"Point d’arrêt début ou fin de couture non fait "
5033;65;"Point d’arrêt défectueux (non piqué) "
2001;20;"Grignage couture, Embu "
5072;44;Couture déformée, retournée
2074;67;Symétrie des mesures non respectés  > 3mm (transversale, Laminette décolleté, Barrettes, Bandes), sauf décolleté coque ou spacer voir tolérance fiche technique)
2585;50;"Raccord sur toute couture sauf le glaçage, montage ou assemblage à la piqueuse plate (coutures cachées) "
2011;70;"Plis sur couture "
